ID	Gene Name	Species	BBID	BIOCARTA	COG_ONTOLOGY	GOTERM_BP_DIRECT	GOTERM_CC_DIRECT	GOTERM_MF_DIRECT	INTERPRO	KEGG_PATHWAY	OMIM_DISEASE	PIR_SUPERFAMILY	SMART	UP_KEYWORDS	UP_SEQ_FEATURE
ENSG00000134463	enoyl-CoA hydratase domain containing 3(ECHDC3)	Homo sapiens				GO:0008152~metabolic process,	GO:0005739~mitochondrion,	GO:0003824~catalytic activity,	IPR001753:Crotonase superfamily,					3D-structure,Alternative splicing,Complete proteome,Mitochondrion,Polymorphism,Proteomics identification,Reference proteome,Transit peptide,	chain:Enoyl-CoA hydratase domain-containing protein 3, mitochondrial,helix,sequence conflict,sequence variant,splice variant,strand,transit peptide:Mitochondrion,turn,
ENSG00000167880	envoplakin(EVPL)	Homo sapiens			Cell division and chromosome partitioning,	GO:0008544~epidermis development,GO:0018149~peptide cross-linking,GO:0030216~keratinocyte differentiation,GO:0031424~keratinization,GO:0098609~cell-cell adhesion,	GO:0001533~cornified envelope,GO:0005737~cytoplasm,GO:0005856~cytoskeleton,GO:0005913~cell-cell adherens junction,GO:0030057~desmosome,GO:0045111~intermediate filament cytoskeleton,GO:0070062~extracellular exosome,	GO:0005198~structural molecule activity,GO:0019215~intermediate filament binding,GO:0030674~protein binding, bridging,GO:0098641~cadherin binding involved in cell-cell adhesion,	IPR001101:Plectin repeat,IPR018159:Spectrin/alpha-actinin,				SM00150:SPEC,SM00250:PLEC,	3D-structure,Cell junction,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Isopeptide bond,Keratinization,Lipoprotein,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Repeat,	chain:Envoplakin,cross-link:Glycyl lysine isopeptide (Lys-Gly) (interchain with G-Cter in ubiquitin),lipid moiety-binding region:Omega-hydroxyceramide glutamate ester,modified residue,region of interest:4 X 4 AA tandem repeats of K-G-S-P,region of interest:Central fibrous rod domain,region of interest:Globular 1,region of interest:Globular 2,repeat:Plectin 1,repeat:Plectin 2,repeat:Plectin 3,repeat:Plectin 4,repeat:Plectin 5,repeat:Plectin 6,repeat:Plectin 7,repeat:Spectrin,sequence variant,
ENSG00000086289	ependymin related 1(EPDR1)	Homo sapiens				GO:0007160~cell-matrix adhesion,	GO:0005576~extracellular region,GO:0005764~lysosome,GO:0070062~extracellular exosome,	GO:0005509~calcium ion binding,	IPR001299:Ependymin,IPR018224:Ependymin, conserved site,				SM00026:EPEND,	Alternative splicing,Complete proteome,Glycoprotein,Proteomics identification,Reference proteome,Secreted,Signal,	chain:Mammalian ependymin-related protein 1,glycosylation site:N-linked (GlcNAc...),sequence conflict,signal peptide,splice variant,
ENSG00000143590	ephrin A3(EFNA3)	Homo sapiens				GO:0007267~cell-cell signaling,GO:0007411~axon guidance,GO:0048013~ephrin receptor signaling pathway,	GO:0005576~extracellular region,GO:0005886~plasma membrane,GO:0005887~integral component of plasma membrane,GO:0031225~anchored component of membrane,	GO:0005005~transmembrane-ephrin receptor activity,GO:0005515~protein binding,GO:0046875~ephrin receptor binding,	IPR001799:Ephrin,IPR008972:Cupredoxin,IPR019765:Ephrin, conserved site,	hsa04014:Ras signaling pathway,hsa04015:Rap1 signaling pathway,hsa04151:PI3K-Akt signaling pathway,hsa04360:Axon guidance,				Alternative splicing,Cell membrane,Complete proteome,Disulfide bond,Glycoprotein,GPI-anchor,Lipoprotein,Membrane,Polymorphism,Reference proteome,Signal,	chain:Ephrin-A3,disulfide bond,glycosylation site:N-linked (GlcNAc...),lipid moiety-binding region:GPI-anchor amidated glycine,propeptide:Removed in mature form,sequence conflict,sequence variant,signal peptide,
ENSG00000124882	epiregulin(EREG)	Homo sapiens				GO:0000165~MAPK cascade,GO:0001525~angiogenesis,GO:0001550~ovarian cumulus expansion,GO:0001556~oocyte maturation,GO:0001819~positive regulation of cytokine production,GO:0007143~female meiotic division,GO:0007173~epidermal growth factor receptor signaling pathway,GO:0007267~cell-cell signaling,GO:0008284~positive regulation of cell proliferation,GO:0008285~negative regulation of cell proliferation,GO:0009299~mRNA transcription,GO:0009653~anatomical structure morphogenesis,GO:0009887~organ morphogenesis,GO:0014066~regulation of phosphatidylinositol 3-kinase signaling,GO:0018108~peptidyl-tyrosine phosphorylation,GO:0019221~cytokine-mediated signaling pathway,GO:0030216~keratinocyte differentiation,GO:0030728~ovulation,GO:0038128~ERBB2 signaling pathway,GO:0042060~wound healing,GO:0042108~positive regulation of cytokine biosynthetic process,GO:0042327~positive regulation of phosphorylation,GO:0042700~luteinizing hormone signaling pathway,GO:0043434~response to peptide hormone,GO:0043547~positive regulation of GTPase activity,GO:0043616~keratinocyte proliferation,GO:0045089~positive regulation of innate immune response,GO:0045410~positive regulation of interleukin-6 biosynthetic process,GO:0045740~positive regulation of DNA replication,GO:0045741~positive regulation of epidermal growth factor-activated receptor activity,GO:0045840~positive regulation of mitotic nuclear division,GO:0045860~positive regulation of protein kinase activity,GO:0045892~negative regulation of transcription, DNA-templated,GO:0046854~phosphatidylinositol phosphorylation,GO:0048015~phosphatidylinositol-mediated signaling,GO:0048146~positive regulation of fibroblast proliferation,GO:0048160~primary follicle stage,GO:0048661~positive regulation of smooth muscle cell proliferation,GO:0050680~negative regulation of epithelial cell proliferation,GO:0051151~negative regulation of smooth muscle cell differentiation,GO:0051781~positive regulation of cell division,GO:2000145~regulation of cell motility,	GO:0005576~extracellular region,GO:0005615~extracellular space,GO:0005622~intracellular,GO:0005887~integral component of plasma membrane,	GO:0004713~protein tyrosine kinase activity,GO:0005088~Ras guanyl-nucleotide exchange factor activity,GO:0005154~epidermal growth factor receptor binding,GO:0005515~protein binding,GO:0008083~growth factor activity,GO:0046934~phosphatidylinositol-4,5-bisphosphate 3-kinase activity,	IPR000742:Epidermal growth factor-like domain,IPR013032:EGF-like, conserved site,IPR015497:Epidermal growth factor receptor ligand,	hsa04012:ErbB signaling pathway,				3D-structure,Angiogenesis,Cell membrane,Complete proteome,Developmental protein,Differentiation,Disulfide bond,EGF-like domain,Glycoprotein,Growth factor,Membrane,Mitogen,Polymorphism,Reference proteome,Secreted,Signal,Transmembrane,Transmembrane helix,	chain:Epiregulin,chain:Proepiregulin,compositionally biased region:Arg/Lys-rich (basic),disulfide bond,domain:EGF-like,glycosylation site:N-linked (GlcNAc...),propeptide:Removed in mature form,sequence variant,signal peptide,strand,topological domain:Cytoplasmic,topological domain:Extracellular,transmembrane region,turn,
ENSG00000253626	eukaryotic translation initiation factor 5A-like 1(EIF5AL1)	Homo sapiens				GO:0006452~translational frameshifting,GO:0015031~protein transport,GO:0045901~positive regulation of translational elongation,GO:0045905~positive regulation of translational termination,GO:0051028~mRNA transport,	GO:0005643~nuclear pore,GO:0005789~endoplasmic reticulum membrane,	GO:0003746~translation elongation factor activity,GO:0043022~ribosome binding,	IPR001884:Translation elongation factor IF5A,IPR008991:Translation protein SH3-like domain,IPR012340:Nucleic acid-binding, OB-fold,IPR014722:Ribosomal protein L2 domain 2,IPR019769:Translation elongation factor, IF5A, hypusine site,IPR020189:Translation elongation factor, IF5A C-terminal,			PIRSF003025:translation initiation factor eIF-5A,	SM01376:SM01376,	Complete proteome,Cytoplasm,Elongation factor,Endoplasmic reticulum,Hypusine,Membrane,mRNA transport,Nuclear pore complex,Nucleus,Protein biosynthesis,Protein transport,Reference proteome,RNA-binding,Translocation,Transport,	chain:Eukaryotic translation initiation factor 5A-1,chain:Eukaryotic translation initiation factor 5A-1-like,helix,modified residue,mutagenesis site,region of interest:DOHH-binding,sequence conflict,splice variant,strand,turn,
ENSG00000203950	family with sequence similarity 127 member B(FAM127B)	Homo sapiens						GO:0005515~protein binding,						Complete proteome,Polymorphism,Reference proteome,	chain:Protein FAM127B,sequence variant,
ENSG00000109794	family with sequence similarity 149 member A(FAM149A)	Homo sapiens							IPR022194:Protein of unknown function DUF3719,					Alternative splicing,Complete proteome,Polymorphism,Reference proteome,	chain:Protein FAM149A,compositionally biased region:Poly-Ala,compositionally biased region:Pro-rich,compositionally biased region:Ser-rich,sequence conflict,sequence variant,splice variant,
ENSG00000168754	family with sequence similarity 178 member B(FAM178B)	Homo sapiens							IPR026161:FAM178 family,					Alternative splicing,Complete proteome,Polymorphism,Reference proteome,	chain:Protein FAM178B,sequence variant,splice variant,
ENSG00000189350	family with sequence similarity 179 member A(FAM179A)	Homo sapiens							IPR011989:Armadillo-like helical,IPR016024:Armadillo-type fold,IPR024395:CLASP N-terminal domain,					Alternative splicing,Complete proteome,Polymorphism,Reference proteome,	chain:Protein FAM179A,sequence conflict,sequence variant,splice variant,
ENSG00000160767	family with sequence similarity 189 member B(FAM189B)	Homo sapiens					GO:0016021~integral component of membrane,	GO:0005515~protein binding,GO:0050699~WW domain binding,	IPR007237:CD20-like,					Alternative splicing,Complete proteome,Glycoprotein,Membrane,Phosphoprotein,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,	chain:Protein FAM189B,compositionally biased region:Poly-Pro,compositionally biased region:Poly-Ser,glycosylation site:N-linked (GlcNAc...),sequence variant,transmembrane region,
ENSG00000188820	family with sequence similarity 26 member F(FAM26F)	Homo sapiens				GO:0034220~ion transmembrane transport,GO:0098655~cation transmembrane transport,	GO:0005887~integral component of plasma membrane,GO:0016021~integral component of membrane,	GO:0005261~cation channel activity,						Alternative splicing,Complete proteome,Ion channel,Ion transport,Membrane,Polymorphism,Proteomics identification,Reference proteome,Transmembrane,Transmembrane helix,Transport,	chain:Protein FAM26F,compositionally biased region:Poly-Ala,modified residue,sequence variant,transmembrane region,
ENSG00000226777	family with sequence similarity 30, member A(FAM30A)	Homo sapiens												Complete proteome,Reference proteome,
ENSG00000185112	family with sequence similarity 43 member A(FAM43A)	Homo sapiens							IPR006020:Phosphotyrosine interaction domain,IPR011993:Pleckstrin homology-like domain,				SM00462:PTB,	Complete proteome,Reference proteome,	chain:Protein FAM43A,sequence conflict,
ENSG00000197872	family with sequence similarity 49 member A(FAM49A)	Homo sapiens					GO:0005622~intracellular,		IPR009828:Protein of unknown function DUF1394,					Complete proteome,Proteomics identification,Reference proteome,	chain:Protein FAM49A,
ENSG00000172717	family with sequence similarity 71 member D(FAM71D)	Homo sapiens					GO:0005634~nucleus,GO:0005654~nucleoplasm,GO:0005737~cytoplasm,		IPR022168:Protein of unknown function DUF3699,					Alternative splicing,Complete proteome,Reference proteome,	chain:Protein FAM71D,sequence conflict,splice variant,
ENSG00000142530	family with sequence similarity 71 member E1(FAM71E1)	Homo sapiens					GO:0005634~nucleus,		IPR022168:Protein of unknown function DUF3699,					Alternative splicing,Complete proteome,Polymorphism,Reference proteome,	chain:Protein FAM71E1,sequence variant,splice variant,
ENSG00000186523	family with sequence similarity 86 member B1(FAM86B1)	Homo sapiens				GO:0032259~methylation,		GO:0008168~methyltransferase activity,	IPR019410:Nicotinamide N-methyltransferase-like,					Alternative splicing,Complete proteome,Methyltransferase,Reference proteome,S-adenosyl-L-methionine,Transferase,	chain:Protein FAM86A,chain:Protein FAM86B1,chain:Protein FAM86B2,sequence conflict,sequence variant,splice variant,
ENSG00000164687	fatty acid binding protein 5(FABP5)	Homo sapiens				GO:0006006~glucose metabolic process,GO:0006629~lipid metabolic process,GO:0006656~phosphatidylcholine biosynthetic process,GO:0008544~epidermis development,GO:0009611~response to wounding,GO:0015758~glucose transport,GO:0019433~triglyceride catabolic process,	GO:0005654~nucleoplasm,GO:0005737~cytoplasm,GO:0005829~cytosol,GO:0070062~extracellular exosome,	GO:0005215~transporter activity,GO:0005504~fatty acid binding,GO:0005515~protein binding,GO:0008289~lipid binding,	IPR000463:Cytosolic fatty-acid binding,IPR000566:Lipocalin/cytosolic fatty-acid binding protein domain,IPR011038:Calycin-like,IPR012674:Calycin,	hsa03320:PPAR signaling pathway,				3D-structure,Acetylation,Complete proteome,Cytoplasm,Direct protein sequencing,Disulfide bond,Lipid-binding,Phosphoprotein,Proteomics identification,Reference proteome,Transport,	binding site:Fatty acid,chain:Fatty acid-binding protein, epidermal,disulfide bond,helix,modified residue,region of interest:Fatty acid binding,strand,
ENSG00000141965	fem-1 homolog A(FEM1A)	Homo sapiens				GO:0016567~protein ubiquitination,GO:0050728~negative regulation of inflammatory response,GO:0051438~regulation of ubiquitin-protein transferase activity,	GO:0005737~cytoplasm,	GO:0004842~ubiquitin-protein transferase activity,GO:0031867~EP4 subtype prostaglandin E2 receptor binding,	IPR002110:Ankyrin repeat,IPR011990:Tetratricopeptide-like helical,IPR020683:Ankyrin repeat-containing domain,				SM00248:ANK,	ANK repeat,Complete proteome,Cytoplasm,Polymorphism,Reference proteome,Repeat,TPR repeat,Ubl conjugation pathway,	chain:Protein fem-1 homolog A,repeat:ANK 1,repeat:ANK 2,repeat:ANK 3,repeat:ANK 4,repeat:ANK 5,repeat:ANK 6,repeat:ANK 7,repeat:ANK 8,repeat:ANK 9,repeat:TPR 1,repeat:TPR 2,sequence variant,
ENSG00000137441	fibroblast growth factor binding protein 2(FGFBP2)	Homo sapiens					GO:0005615~extracellular space,	GO:0019838~growth factor binding,	IPR010510:FGF binding 1,					Complete proteome,Disulfide bond,Growth factor binding,Polymorphism,Reference proteome,Secreted,Signal,	chain:Fibroblast growth factor-binding protein 2,disulfide bond,sequence variant,signal peptide,
ENSG00000105255	fibronectin type III and SPRY domain containing 1(FSD1)	Homo sapiens				GO:0007067~mitotic nuclear division,GO:0051301~cell division,	GO:0005622~intracellular,GO:0005634~nucleus,GO:0005737~cytoplasm,GO:0005815~microtubule organizing center,GO:0005874~microtubule,GO:0032154~cleavage furrow,		IPR001870:B30.2/SPRY domain,IPR003649:B-box, C-terminal,IPR003877:SPla/RYanodine receptor SPRY,IPR003961:Fibronectin, type III,IPR013320:Concanavalin A-like lectin/glucanase, subgroup,IPR013783:Immunoglobulin-like fold,IPR017903:COS domain,				SM00060:FN3,SM00449:SPRY,SM00502:BBC,	Cell cycle,Cell division,Coiled coil,Complete proteome,Cytoplasm,Cytoskeleton,Methylation,Microtubule,Mitosis,Nucleus,Polymorphism,Proteomics identification,Reference proteome,	chain:Fibronectin type III and SPRY domain- containing protein 1,domain:B30.2/SPRY,domain:COS,domain:Fibronectin type-III,modified residue,mutagenesis site,sequence conflict,sequence variant,
